[*] 股票代码: hs_002076,  当前价为: 4.03, 最高价为: 4.66, 最低价为: 2.63
[*] 股票代码: 600487, 离最低点差值: 36.40%, 离最高点差值: 5.74%, 当前价格: 21.96, 最低价格: 16.1, 最高价格: 23.22
[*] 股票代码: 603871, 离最低点差值: 36.70%, 离最高点差值: 6.15%, 当前价格: 44.88, 最低价格: 32.83, 最高价格: 47.64
[*] 股票代码: 600462, 离最低点差值: 36.72%, 离最高点差值: 57.44%, 当前价格: 2.42, 最低价格: 1.77, 最高价格: 3.81
[*] 股票代码: 600321, 离最低点差值: 37.71%, 离最高点差值: 5.39%, 当前价格: 2.41, 最低价格: 1.75, 最高价格: 2.54
[*] 股票代码: 603611, 离最低点差值: 38.34%, 离最高点差值: 13.21%, 当前价格: 16.2, 最低价格: 11.71, 最高价格: 18.34
[*] 股票代码: 002503, 离最低点差值: 40.00%, 离最高点差值: 14.98%, 当前价格: 2.87, 最低价格: 2.05, 最高价格: 3.3
[*] 股票代码: 600866, 离最低点差值: 40.13%, 离最高点差值: 6.57%, 当前价格: 4.26, 最低价格: 3.04, 最高价格: 4.54
[*] 股票代码: 600507, 离最低点差值: 41.51%, 离最高点差值: 11.19%, 当前价格: 13.67, 最低价格: 9.66, 最高价格: 15.2
[*] 股票代码: 601628, 离最低点差值: 42.37%, 离最高点差值: 17.19%, 当前价格: 28.16, 最低价格: 19.78, 最高价格: 33.0
[*] 股票代码: 600456, 离最低点差值: 42.41%, 离最高点差值: 7.83%, 当前价格: 20.82, 最低价格: 14.62, 最高价格: 22.45
[*] 股票代码: 600031, 离最低点差值: 42.60%, 离最高点差值: 6.41%, 当前价格: 11.08, 最低价格: 7.77, 最高价格: 11.79
[*] 股票代码: 000981, 离最低点差值: 42.64%, 离最高点差值: 13.59%, 当前价格: 3.68, 最低价格: 2.58, 最高价格: 4.18
[*] 股票代码: 000750, 离最低点差值: 43.75%, 离最高点差值: 16.17%, 当前价格: 5.75, 最低价格: 4.0, 最高价格: 6.68
[*] 股票代码: 600355, 离最低点差值: 43.83%, 离最高点差值: 9.01%, 当前价格: 4.66, 最低价格: 3.24, 最高价格: 5.08
[*] 股票代码: 002501, 离最低点差值: 44.07%, 离最高点差值: 14.41%, 当前价格: 3.4, 最低价格: 2.36, 最高价格: 3.89
[*] 股票代码: 600505, 离最低点差值: 46.77%, 离最高点差值: 11.84%, 当前价格: 6.59, 最低价格: 4.49, 最高价格: 7.37
[*] 股票代码: 002587, 离最低点差值: 47.10%, 离最高点差值: 16.81%, 当前价格: 6.84, 最低价格: 4.65, 最高价格: 7.99
[*] 股票代码: 601718, 离最低点差值: 47.73%, 离最高点差值: 2.04%, 当前价格: 4.89, 最低价格: 3.31, 最高价格: 4.99
[*] 股票代码: 603108, 离最低点差值: 48.81%, 离最高点差值: 3.39%, 当前价格: 10.03, 最低价格: 6.74, 最高价格: 10.37
[*] 股票代码: 603996, 离最低点差值: 48.82%, 离最高点差值: 16.26%, 当前价格: 10.76, 最低价格: 7.23, 最高价格: 12.51
[*] 股票代码: 000673, 离最低点差值: 49.42%, 离最高点差值: 14.48%, 当前价格: 5.11, 最低价格: 3.42, 最高价格: 5.85
[*] 股票代码: 601155, 离最低点差值: 49.46%, 离最高点差值: 8.53%, 当前价格: 34.36, 最低价格: 22.99, 最高价格: 37.29
[*] 股票代码: 000712, 离最低点差值: 52.27%, 离最高点差值: 13.96%, 当前价格: 13.4, 最低价格: 8.8, 最高价格: 15.27
[*] 股票代码: 600259, 离最低点差值: 52.44%, 离最高点差值: 8.93%, 当前价格: 30.0, 最低价格: 19.68, 最高价格: 32.68
[*] 股票代码: 603609, 离最低点差值: 52.84%, 离最高点差值: 11.25%, 当前价格: 11.02, 最低价格: 7.21, 最高价格: 12.26
[*] 股票代码: 002076, 离最低点差值: 53.23%, 离最高点差值: 15.63%, 当前价格: 4.03, 最低价格: 2.63, 最高价格: 4.66
[*] 股票代码: 603127, 离最低点差值: 55.59%, 离最高点差值: 7.46%, 当前价格: 67.59, 最低价格: 43.44, 最高价格: 72.63
[*] 股票代码: 000587, 离最低点差值: 56.77%, 离最高点差值: 13.65%, 当前价格: 3.59, 最低价格: 2.29, 最高价格: 4.08
[*] 股票代码: 000063, 离最低点差值: 60.14%, 离最高点差值: 12.53%, 当前价格: 29.21, 最低价格: 18.24, 最高价格: 32.87
[*] 股票代码: 600288, 离最低点差值: 62.81%, 离最高点差值: 11.10%, 当前价格: 10.99, 最低价格: 6.75, 最高价格: 12.21
[*] 股票代码: 601068, 离最低点差值: 63.07%, 离最高点差值: 14.32%, 当前价格: 8.17, 最低价格: 5.01, 最高价格: 9.34
[*] 股票代码: 603679, 离最低点差值: 69.77%, 离最高点差值: 7.35%, 当前价格: 35.77, 最低价格: 21.07, 最高价格: 38.4
[*] 股票代码: 002121, 离最低点差值: 74.15%, 离最高点差值: 15.89%, 当前价格: 6.67, 最低价格: 3.83, 最高价格: 7.73
[*] 股票代码: 002143, 离最低点差值: 76.10%, 离最高点差值: 14.93%, 当前价格: 4.42, 最低价格: 2.51, 最高价格: 5.08
[*] 股票代码: 600526, 离最低点差值: 79.01%, 离最高点差值: 4.56%, 当前价格: 6.14, 最低价格: 3.43, 最高价格: 6.42
[*] 股票代码: 002131, 离最低点差值: 89.76%, 离最高点差值: 4.15%, 当前价格: 2.41, 最低价格: 1.27, 最高价格: 2.51
[*] 股票代码: 600651, 离最低点差值: 103.50%, 离最高点差值: 15.87%, 当前价格: 5.23, 最低价格: 2.57, 最高价格: 6.06
[*] 股票代码: 600756, 离最低点差值: 109.42%, 离最高点差值: 0.00%, 当前价格: 30.89, 最低价格: 14.75, 最高价格: 30.89
[*] 股票代码: 603363, 离最低点差值: 111.02%, 离最高点差值: 0.52%, 当前价格: 15.32, 最低价格: 7.26, 最高价格: 15.4
[*] 股票代码: 601608, 离最低点差值: 120.62%, 离最高点差值: 11.29%, 当前价格: 5.67, 最低价格: 2.57, 最高价格: 6.31
