[*] 股票代码: hs_002076,  当前价为: 3.25, 最高价为: 4.66, 最低价为: 2.63
[*] 股票代码: 603679, 离最低点差值: 2.48, 当前价格: 23.55, 最低价格: 21.07, 最高价格: 28.05
[*] 股票代码: 600559, 离最低点差值: 2.49, 当前价格: 14.34, 最低价格: 11.85, 最高价格: 15.17
[*] 股票代码: 600756, 离最低点差值: 2.54, 当前价格: 17.29, 最低价格: 14.75, 最高价格: 17.86
[*] 股票代码: 600507, 离最低点差值: 2.54, 当前价格: 12.2, 最低价格: 9.66, 最高价格: 12.37
[*] 股票代码: 603192, 离最低点差值: 2.67, 当前价格: 29.88, 最低价格: 27.21, 最高价格: 35.68
[*] 股票代码: 601628, 离最低点差值: 2.68, 当前价格: 22.46, 最低价格: 19.78, 最高价格: 23.53
[*] 股票代码: 600487, 离最低点差值: 3.26, 当前价格: 19.36, 最低价格: 16.1, 最高价格: 19.98
[*] 股票代码: 600516, 离最低点差值: 3.70, 当前价格: 19.94, 最低价格: 16.24, 最高价格: 20.66
[*] 股票代码: 601336, 离最低点差值: 3.89, 当前价格: 42.9, 最低价格: 39.01, 最高价格: 47.34
[*] 股票代码: 600271, 离最低点差值: 3.94, 当前价格: 26.07, 最低价格: 22.13, 最高价格: 26.82
[*] 股票代码: 600456, 离最低点差值: 4.44, 当前价格: 18.45, 最低价格: 14.01, 最高价格: 19.16
[*] 股票代码: 603611, 离最低点差值: 4.71, 当前价格: 16.42, 最低价格: 11.71, 最高价格: 17.18
[*] 股票代码: 000063, 离最低点差值: 4.76, 当前价格: 23.0, 最低价格: 18.24, 最高价格: 23.7
[*] 股票代码: 603871, 离最低点差值: 5.05, 当前价格: 37.88, 最低价格: 32.83, 最高价格: 40.6
[*] 股票代码: 600702, 离最低点差值: 6.30, 当前价格: 26.18, 最低价格: 19.88, 最高价格: 27.07
[*] 股票代码: 601155, 离最低点差值: 6.79, 当前价格: 29.78, 最低价格: 22.99, 最高价格: 30.78
[*] 股票代码: 603127, 离最低点差值: 13.14, 当前价格: 56.58, 最低价格: 43.44, 最高价格: 57.5
[*] 股票代码: 603338, 离最低点差值: 14.17, 当前价格: 64.63, 最低价格: 50.46, 最高价格: 67.21
