[*] 股票代码: hs_002076,  当前价为: 3.64, 最高价为: 4.66, 最低价为: 2.32
[*] 股票代码: 002723, 离最低点差值: 2.40, 当前价格: 9.27, 最低价格: 6.87, 最高价格: 10.75
[*] 股票代码: 603869, 离最低点差值: 2.50, 当前价格: 15.7, 最低价格: 13.2, 最高价格: 18.35
[*] 股票代码: 603611, 离最低点差值: 2.51, 当前价格: 12.57, 最低价格: 10.06, 最高价格: 13.96
[*] 股票代码: 603706, 离最低点差值: 2.73, 当前价格: 28.43, 最低价格: 25.7, 最高价格: 37.25
[*] 股票代码: 603192, 离最低点差值: 3.25, 当前价格: 31.75, 最低价格: 28.5, 最高价格: 46.92
[*] 股票代码: 603586, 离最低点差值: 3.41, 当前价格: 14.01, 最低价格: 10.6, 最高价格: 15.49
[*] 股票代码: 600689, 离最低点差值: 3.53, 当前价格: 10.13, 最低价格: 6.6, 最高价格: 14.96
[*] 股票代码: 600456, 离最低点差值: 3.68, 当前价格: 15.9, 最低价格: 12.22, 最高价格: 16.77
[*] 股票代码: 603871, 离最低点差值: 4.38, 当前价格: 35.13, 最低价格: 30.75, 最高价格: 40.6
[*] 股票代码: 600083, 离最低点差值: 4.58, 当前价格: 17.38, 最低价格: 12.8, 最高价格: 19.99
[*] 股票代码: 600083, 离最低点差值: 4.58, 当前价格: 17.38, 最低价格: 12.8, 最高价格: 19.99
[*] 股票代码: 000063, 离最低点差值: 4.60, 当前价格: 19.1, 最低价格: 14.5, 最高价格: 21.88
[*] 股票代码: 601155, 离最低点差值: 5.12, 当前价格: 25.01, 最低价格: 19.89, 最高价格: 28.66
[*] 股票代码: 603679, 离最低点差值: 5.54, 当前价格: 25.9, 最低价格: 20.36, 最高价格: 28.05
[*] 股票代码: 600702, 离最低点差值: 5.84, 当前价格: 24.45, 最低价格: 18.61, 最高价格: 28.67
[*] 股票代码: 603127, 离最低点差值: 10.82, 当前价格: 48.42, 最低价格: 37.6, 最高价格: 54.33
[*] 股票代码: 603338, 离最低点差值: 11.38, 当前价格: 55.83, 最低价格: 44.45, 最高价格: 60.01
